,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_129,frankson8,Something Always Going On! Never Boring...,None,"Typically couple weekly visits to gym. Enjoy challenge of exceeding PR's there, but mostly done to be better fit at fun stuff outside gym, like... Hiking, camping, exploring & developing self-sufficiency projects, hunting, homesteading, shooting, kayaking, mountain biking, etc. Accomplished hang-glider & ultralight pilot, sailor and skier, too, though it's been decades since the first and over a year now for both the last two. I do need to add some form of yoga stretching someday soon, too...Always have interesting projects and adventures here that have only just been missing being perfect for lack of that somebody special aside me to nudge with a ""Did you see that, too?!?"" for sharing all those 'Kodak moments'.Also, I've got a great sense of humor and nothing makes me happier than when I'm keeping my someone special laughing up a storm!20 years owner of unique small business, will likely retire in West Texas in a few years, out among the remote mountains near to or south of Alpine. Yes, into all that independent, self-reliance, off-grid solar 'lifestyle stuff'. Rustic, but also by creative design, thoroughly comfortable, too. BTW, My photos are current, all from this year, though my age atop profile is incorrect, I just turned 64 in April, but feel & act 20 years younger!If still reading, and now not scared off that I'm also very conservative politically, then who knows, maybe worth checking out more here. I'll only guarantee it won't likely ever be boring...",Non-Smoker with Athletic body type," Bastrop, Texas ","59 year old Male, 5' 10"" (178cm), Catholic",Caucasian,frankson8 is actively seeking a relationship.,Bachelors Degree,Adventurer,small business owner,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Grey,Blue,Yes,All my kids are over 18,Over 10 years,Ambitious,Dog,,59,M,Taurus
match_13,islandcub2319,Positive things happen to positive think,None,I'm from the island and pretty much live by that lifestyle.im very laid back and go with the flow.love to have fun and make people laugh.,Non-Smoker with Athletic body type," Austin, Texas ","36 year old Male, 5' 10"" (178cm), Non-religious",Hispanic,islandcub2319 is actively seeking a relationship.,Some University,Beach Bum,Mailman,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 8 years,Very Ambitious,No Pets,,36,M,Libra
match_130,JaA198333,So wanna go to the marylin Manson concert,None,"Oh hey wait I'm suppose to right something here. Can I source this out, can I get a screen writer please. I need a Oscar winning profile, wait ........ Ya not working. On a personal note, I like long walks on the beach. Looking into each other's eyes and expressing our feelings. Then pushing you in to the water, cause you looked hot !!!! Seriously though, I'm like the rabbit from Alice in wonderland. So no time to waste, we could be chill like friends, or real like Romeo and Juliet. Either way I'm good, just please don't be crazy or full of yourself ! Seriously though, 2 am messages, where we going with those ........",Non-Smoker with Average body type," Universal city, Texas ","36 year old Male, 5' 8"" (173cm), Non-religious",Caucasian,JaA198333 is looking for a relationship.,Some college,Class Clown,Logistics,Woman,Dating,Not Completed,Not Completed,Socially,Does not want children,Single,No,Black,Brown,Yes,Yes,Over 5 years,Ambitious,No Pets,,36,M,Pisces
match_131,jasoningranger,Seriously looking for the 1. Romantic country boy.,"['Fishing', 'Dancing', 'Hunting']","I’m gentleman first and foremost. I delight in opening the door for you and treating you like you are the only one in the room. I am a very Monogamous person and will always be honest, direct and forthcoming with you. I am a loving soul, and I’m looking for someone to share my life with. I am looking for someone who is serious about a relationship, I don’t expect to have this relationship from the moment we meet I would prefer that the person I meet here to be my best friend I would love to find a friend here that it turns into this person, that’s why we are all here right?What I am looking at in terms of this person would be someone who is kind, empathetic, loving and caring.A person that is willing to work on a relationship and I just walk away the first time there’s an argument, because in all relationships things don’t always go perfect nobody’s perfect but we can try to be better people. That’s the kind of person I’m looking for in my life, someone that has this idea of a relationship in mind.",Non-Smoker with Average body type," Round rock, Texas ","47 year old Male, 5' 8"" (173cm), Christian - other",Caucasian,jasoningranger is actively seeking a relationship.,Associates Degree,Hopeless Romantic,Project Manager,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Undecided/Open,Divorced,No,Blond(e),Brown,Yes,Yes,Over 7 years,Ambitious,Dog,,47,M,Leo
match_132,lakelife73,Love the outdoors spontaneous life,"['Chilling With Remington My Pup', 'Hanging out with friends', 'College football']",Anything to do with water traveling around the country camping hiking with my pup,Non-Smoker with Athletic body type," Leander, Texas ","45 year old Male, 6' 2"" (188cm), Christian - other",Caucasian,lakelife73 is looking for a relationship.,Some college,Animal Lover,Self employed Network Infrastructure,Woman,Dating,Not Completed,Not Completed,Socially,Does not want children,Single,No,Grey,Blue,Yes,No,Over 10 years,Very Ambitious,Dog,,45,M,Scorpio
match_133,SATX_Gentleman,Searching for Long Term Romantic Relationship,None,"Searching for Long Term Romantic Relationship. Local San Antonio area only, but I do look forward to travel with you ;-)I'm a good mix of old fashioned romantic values with a modern spirit and excitement for love. Searching for that mutual sparkle in each other's eye and burning passion in each other's heart that builds into a lasting romantic relationship. I like to feel passion in a relationship and I'm looking for someone who is comfortable giving and receiving affectionI'm single with no drama or connections to past relationships. I'm an optimistic guy with a positive outlook on life and I see a world of opportunities open for the future and looking for someone to share in the joy of life and a romantic relationship. I'm not rushing to find a wife, but I am looking for a long term committed romantic relationship and open to marriage again should the sparks fly and continue to flourish between us.I like live music events, dancing, and a fun night on the town; but just as comfortable with a nice dinner and movie night, or a relaxing evening at home. When dining out I like to enjoy a glass of wine or two (generally Cabernet, but open to all good wine), or a beer (Corona, or Budweiser), or mixed drink or two (vodka and cranberry favorite)...depending the dinner and environment. I mostly listen to classic rock-n-roll. On the radio my favorite stations are 99.5, 102.7, and some 105.3; although I appreciate good country and TexMex music given the company and environment. I'm eager to travel near and far with the right partner (passport ready).Born and raised in San Antonio (McCollum High School), now living on the NE side. UTSA graduate. Retired Air Force Major and my job after the AF has been leading software engineering projects, so in that regards I'm techie; but that's my work personality. My off work personality a relaxed and easy-going personality. I'm not a needy or clingy person. I'm an even tempered guy, never quick to anger.Some of my past, that's in my past...17-year marriage ended with her passing, followed by a 2.5-year marriage that ended in a mutual, no drama, uncontested divorce I initiated. I have no living children. I was the primary care giver since birth to my only son who was disabled and passed away at 19 years old.I'm optimistic with a positive outlook and a world of opportunities open for the future for us to enjoy together!",Non-Smoker with Average body type," San antonio, Texas ","55 year old Male, 5' 9"" (175cm), Christian - other",Caucasian,SATX_Gentleman is looking for a relationship.,Bachelors Degree,Hopeless Romantic,Software Engineer,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Brown,Blue,Yes,All my kids are over 18,Over 10 years,Ambitious,No Pets,,55,M,Virgo
match_134,AustinGuy00,Hello there. Have a great day!,None,Will work on this later.,Non-Smoker with Average body type," Austin, Texas ","47 year old Male, 5' 11"" (180cm), Non-religious",Caucasian,AustinGuy00 is looking for a relationship.,Graduate Degree,Free Thinker,Self-Employed,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Blond(e),Blue,Prefer Not To Say,No,Over 4 years,Very Ambitious,No Pets,,47,M,Sagittarius
match_135,Yep_This_Guy,Have you've seen my baseball,"['Food', 'Drink', 'Sports']",Just ask ,Non-Smoker with Athletic body type," San antonio, Texas ","36 year old Male, 5' 8"" (173cm), Non-religious",Hispanic,Yep_This_Guy is actively seeking a relationship.,Some University,Athletic,"Saving the Galaxy, UUUGHGAIN",Woman,Friends,Not Completed,Not Completed,Socially,Does not want children,Single,No,Black,Brown,Yes,Yes,Over 5 years,Very Ambitious,No Pets,Other,36,M,Sagittarius
match_136,squirtc,Just looking 44,None,I'll tell you later.,Non-Smoker with Athletic body type," Pflugerville, Texas ","46 year old Male, 5' 11"" (180cm), Catholic",Black,squirtc is actively seeking a relationship.,Associates Degree,Adventurer,Worker,Woman,Friends,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Black,Brown,Yes,Yes,Over 2 years,Very Ambitious,No Pets,,46,M,Capricorn
match_137,Pops02,Wishin I was Fishin with You,"['Bbq', 'Bonfires', 'Bowling']","• Proud Dad(Pops), of two adult children• Retired military and work for the government • Honest, genuine, thoughtful, caring and kind • Person of integrity and live my life as such• Take pride in being a gentleman • Don’t create, invite or associate with drama• Silver hair and heart of gold • A little bit Yankee, A little bit Y’all ",Non-Smoker with A Few Extra Pounds body type," Schertz, Texas ","56 year old Male, 5' 10"" (178cm), Christian - other",Caucasian,Pops02 wants to date but nothing serious.,Associates Degree,Professional,Aircraft Production Section Chief,Woman,Friends,Not Completed,View his chemistry results,Socially,Does not want children,Divorced,No,Grey,Blue,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,Dog,,56,M,Gemini
match_138,Yoamigos1,Very Romantic,None,"I am a single Puerto Rican & Black Very Romantic Christian Male,6'Tall,Athletic Muscular Built A self proclaimed Champion Salsa Dancer. I work in Aviation and I love to travel and take romantic weekend getawaysMy job relocated me to Texas from San Jose,CAI am looking for a loving committed relationship. A very special lady that can show me around Texas and share lots of laughs and smilesListen to some live music,catch a comedy show,nice candlelit dinners,attend some cultural eventsI enjoy spending quality time and having lots of fun",Non-Smoker with Athletic body type," San antonio, Texas ","51 year old Male, 6' 0"" (183cm), Christian - other",Mixed Race,Yoamigos1 wants to find someone to marry.,Masters Degree,Hopeless Romantic,Travel,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Single,No,Brown,Brown,Yes,All my kids are over 18,Over 7 years,Very Ambitious,No Pets,Spanish,51,M,Aquarius
match_139,MarlonsFaithful,Waiting to treat you Right,None,I'm a very good man that still believes in true love and commitment between a man and a woman.Fun..Outgoing..Down to Earth..Good sense of humor..I believe communication and respect is the key.Romantic Spontaneous.Looking for a longterm relationship.,Non-Smoker with Athletic body type," San antonio, Texas ","45 year old Male, 6' 2"" (188cm), Christian - other",Black,MarlonsFaithful wants to find someone to marry.,Some University,Hopeless Romantic,Business Entrepreneur,Woman,Long Term,Not Completed,Not Completed,No,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 5 years,Very Ambitious,No Pets,,45,M,Aries
