,username,Gender,Education,Ethnicity,about_me_text
58,princesscharming,F,Some college,Hispanic,"I’m just here to waste my time listening to shallow intros like “hey beautiful”, “I love your curves”, “hi luv”. They’re the best. I can hardly wait.Single mom to a pug and humans. Lover of the Spurs, Cowboys, and Longhorns. I’m an expert in breakfast tacos, naps, and smart assery in general. You should message me if you’re honest, kind and love to laugh. I’m a ****ing delight ;)"
59,FlaGrly2016,F,High school,Caucasian,"Looking for honest, sincere and comfortable in his own skin..Must enjoy music ( especially live) slow dancing, traveling to destinations near and far, busy cities and quiet country life, hot sunny days on a desolate beach, riding through the countryside, checking out local places, stopping when and wherever we want, camping or five star hotels, dive bars,sports arenas, auto races, music festivals, art shows, motorcycle events, and sightseeing, good movies and fires on a chilly nite. I am single and sane, looking for same.....usually a glass half full person, logical ,critical thinker, sharp witted and love to laugh. Life is what you make it, make it the best. NDon’t waste any time, it slips by so fast. Describing my ideal match is simple. He is respectful, knows how to treat a woman, happy, stable, fun and fun loving, acts like a man, and can take control when he needs to. Knows how to manage his life, and take care of business. He loves family, friends, and to be with me.Enjoys time alone and together. Describing me is pretty simple: I'm outgoing, fun loving and serious when I need to be. Value family and friends, and enjoying time with both. I can be ready to go on a moments notice, not high maintenance, enjoy football season, riding, prefer local dive bars/restaurants to chains, live music, early mornings and am able to laugh at myself when necessary. I love going out and staying home. Turn Ons! Uniqueness, Sense of humor, Confidence, Independence, Character, Smiles, Eyes (and that look only we know), fun, down to earth, and like to do things, planned or unplanned.....I love live music, the beach, boating, riding mc's, going out with friends, cooking, checking out new places, and quiet times at home. Lots more to say but I'll save it for conversation. You have to message me, I don't have ""meet me"" feature."
60,tomiwa123,F,Bachelors Degree,Other Ethnicity,"Am hard working,God fearing creative and straight outgoing"
61,alipoo4u,F,Some college,Black,I don't have time for games. If you are here for a booty call keep it moving. I want my best friend first of all. Someone who will love me for me and who is ready for a ride or die woman. A person who wants to build a lasting relationship. Too old to go from man to man. I just want one and starts at friendship. Last thing if u dont know what you want keep it moving
62,kdfaye,F,High school,Black,Will tell you later
63,wsj22,F,Masters Degree,Caucasian,"Im looking for a man that's ready to be in a (monagamous) relationship. What's up with all this polyamory, FWB, and open relationship stuff?? Not for me! I want someone financially and emotionally secure. Intelligence is a huge turn on for me! I need to be challenged in order to maintain interest! I've still got many things I want to do, places I need to see.....I want to live a full and fun life! Better nutrition and exercise are a current focus of mine....let's go for a walk by the river or down a trail in Gtown! There is so much to do locally!I enjoy time spent at home doing regular daily things as well. I enjoy cooking and don't mind a night out looking for a new restaurant or visiting an old fav. I desire a true partnership and a man that wants to be a team player! I'm pretty easy going these days since I've retired....I'm trying not to sweat the small stuff..... Message me if any of this rings true to you!"
64,misstexassugar,F,High school,Other Ethnicity,TRAVEL MUSICSHOPPING EATING OUTMOVIES FAMILYGYMANYTHING WITH FUN NO STRESS
65,oldschooltex,F,High school,Hispanic,@@@@@@@@
66,lostinthestars1973,F,High school,Caucasian,"My kids are my world. I love to travel, the beach is my escape. I am a hopeless romantic and have a huge heart, that’s my downfall. BbwIf you don’t have pictures in your profile DO NOT message"
67,witty_socal,F,Some University,Hispanic,"active, good morals, good work ethic enjoy any type crafts and building, outdoor activities, riding my bikeI have a very quirky attitude, I tend to wonder what if and come up with random would you rather scenarios. I do enjoy someone's company who will keep my laughing and piggy back off my sarcasm and at times dark humor.Goals- These are never ending for me. I desire being able to check off things all my list and then once I have everything, bump those goals up a notch or go in a completely direction. I am always in search of fulfilling these goals, and simply the gratification of proving something to myself.I tend to gravitate to people who have a good mind set, people pleasers, kinds to others.looking to compliment or match someone else who is independent. So here is the thing, I am in a point of my life where I enjoy my independence. However I am looking to hang out with people and make friends. We can go grab a beer, do something outdoors without the pressure of feeling like we are on a date or trying to impress one another. I am very down to earth person and Just enjoy being me."
