,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,AboutMe,Interests,AboutAndrea,AboutCandie,AboutTiffany,AboutTrini,AboutSophia,Aboutjo,AboutAshley Nicole,Aboutlarrissa,AboutRLR,Aboutaims,AboutStacy,AboutJ,AboutTara,AboutSusan,AboutMesha,AboutLooking995,AboutJami,AboutMisty,AboutRoxanna,AboutClaire,AboutAda09,AboutAmy,AboutMariana,AboutCORRAL,AboutPriscilla,AboutLaura,AboutCherry,Aboutbeka78,AboutAnna,AboutAli,Aboutkat,AboutDragonfly236,AboutSyl,AboutTricey,AboutPauline,AboutAydnil,AboutJennifer,AboutLINDA,AboutVee,AboutD,AboutGloria,AboutAshley,Aboutjenny,AboutRosario,AboutPatricia,AboutMichele,Aboutjoy,AboutVictoria,AboutKaren,Aboutcyndi,AboutMari,AboutKara,AboutIngrid,AboutPamela,AboutWanda,AboutPrettyFeetChef,AboutMyBaby49,AboutSharon,AboutRosalba,AboutEmma,AboutMary Rodriguez,AboutShestie,AboutJenny RM,AboutChristina,AboutApril,AboutSonia,AboutLinda,AboutJessica,AboutNilla,AboutAsk me,AboutTenci,AboutBonnie,AboutAngela,AboutElizabeth,AboutLina,AboutKatrina,AboutSaTexas65,AboutDena,AboutKatherine,AboutT,AboutThelM,AboutLatonya,AboutBeautiful,AboutLil,AboutRuth Guerrero,Aboutlisa,AboutMaintain,AboutPRINCE$$'''''''''''''''''''''''''''''''''''''''''',AboutBelle,AboutChristie,AboutKristen,AboutCynthia,AboutAjaye,AboutJetta,About Me,AboutMartha Taylor,AboutCarolyn,AboutAlejandra,AboutAnita,Aboutsusie,AboutI’m not ur side ✌️ ...I want to be ur ✌️,AboutMyrna,AboutDahlia,AboutJenni,AboutKristy,AboutGayle,AboutNancy,AboutMarie,Aboutneida,AboutStephanie,AboutR,AboutMelissa,AboutKiona,AboutCarmen,Aboutlinda,AboutJanette,AboutLynette,AboutCindie,AboutJoy,AboutJae,AboutMonie,AboutSue,AboutTerry,AboutNiqq,AboutLori,Aboutveronica,AboutKenda,Age,Gender,Zodiac Sign
match_172,AEW1977,surprisingly sweet,None,"I am kind, polite and very easy going, but I have high expectations for myself and the people I allow in my life.",Non-Smoker with A Few Extra Pounds body type," San marcos, Texas ","42 year old Female, 5' 2"" (157cm), Christian - other",Caucasian,AEW1977 is looking for a relationship.,Some college,Hopeless Romantic,Executive Assistant,Man,Dating,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Brown,Brown,Yes,Yes,Over 10 years,Very Ambitious,,,,,,,,,,,,,,,,,,,,,,,,,Cat & Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,F,Taurus
match_173,Seguinaphrodi,Your goddess of love is here,None,Im dingle eaxy going i enjoy doing. Cardio work outs ride my bike i like to be social n go put for drinks. Love family. Looking to date a selfless open minded man get to know each other n go from there,Non-Smoker with Average body type," Seguin, Texas ","38 year old Female, 5' 7"" (170cm), Christian - other",Hispanic,Seguinaphrodi is actively seeking a relationship.,Some college,Artsy,Hair Styling,Man,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Brown,No,No,Over 2 years,Ambitious,Dog,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,F,Virgo
match_174,tiki818,Hello,None,"Hi, thanks for viewing my page. I hope your doing well and all is great with you. I am a lady that enjoy sports dancing, time spent with family, reading novels, and spending time with that special man in my life. if you have like what you have read in my profile , send me a message. If you're about games and play, please don't contact me.",Non-Smoker with A Few Extra Pounds body type," San antonio, Texas ","45 year old Female, 5' 5"" (165cm), Christian - other",Black,tiki818 is looking for a relationship.,High school,Hopeless Romantic,Operator,Man,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Other,Yes,No,Over 5 years,Somewhat Ambitious,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,F,Leo
match_175,Jagcub,Why not?,"['Drawing', 'Reading', 'Experiencing new things']","Looking for a relationship to last. I enjoy going out to movies, dinner, fishing, and hiking. Yes I play pokemon, my kids made me but at least I can walk the dog in the park from time to time. I have 4 kids but only 2 remain at home. I am independent and driven. Would love to start traveling! Got to do the Disney thing yet and would like to go to Scotland someday. I'm looking to for a truthful honest guy. If you still got a thing for someone in the past better find Mr. Wells and see if he can help ya with that! I don't want drama. Also, not looking for any sugar daddy, hook up, and I'm sorry if you are overseas and cant get home- please pass me by. ",Non-Smoker with Average body type," San antonio, Texas ","47 year old Female, 5' 2"" (157cm), Christian - other",Caucasian,Jagcub is looking for a relationship.,Masters Degree,Animal Lover,An important one,Man,Long Term,Not Completed,View her chemistry results,No,Prefer Not To Say,Divorced,No,Blond(e),Hazel,Yes,Yes,Over 10 years,Ambitious,,,Cat & Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,F,Virgo
match_176,valene42,No judgements.,"['Movies', 'Dancing', 'Family']","Opening my mind to the possibilities that exist outside of my safe zone. I have never been afraid to be alone and have sought comfort in solitude. Now, I desire to share my world and become emotionally available, and I will let the right one in.",Non-Smoker with Average body type," Austin, Texas ","38 year old Female, 5' 7"" (170cm), Baptist",Black,valene42 is looking for a relationship.,Some college,Free Thinker,State employee ,Man,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Brown,Yes,Yes,Over 4 years,Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,F,Cancer
match_177,Heartofanangel45,"I'm old school , can we bring that old thing back?","['Traveling', 'Bowling', 'Shooting pool']","Fun, adventurous person with a great personality and a great sense of humor",Non-Smoker with Average body type," Pflugerville, Texas ","43 year old Female, 5' 3"" (160cm), Christian - other",Black,Heartofanangel45 is actively seeking a relationship.,Masters Degree,Adventurer,Manager ,Man,Dating,Not Completed,View her chemistry results,Socially,Does not want children,Single,No,Black,Brown,Yes,All my kids are over 18,Over 5 years,Very Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,F,Gemini
match_178,Imsavingallmylove4u,Do people date anymore?,"['Learning', 'Reading', 'Movies']","I’m very goal oriented, I usually reach all my goals that are in my control. I’m hoping to meet someone that will enjoy us getting to know one another.God is the head of my life and I am learning to submit and allow him to lead me.Honestly, I want easy..... fun quiet weekends, small getaways here and there, cooking together, long walks, deep easy conversation, wine by the fireplace, fun with family and friends. I consider myself to be well rounded as I am just as comfortable in high heels as I am in my Nike.I am easy to talk to and get alone with, I am active and enjoy working out, and I am open to new things....(within REASON :). I just want EASY..... no lies, no games, no tricks.... just old fashion unconditional easy Love and Fun.",Non-Smoker with Average body type," Pflugerville, Texas ","41 year old Female, 5' 8"" (173cm), Christian - other",Black,Imsavingallmylove4u is actively seeking a relationship.,Bachelors Degree,Hopeless Romantic,Medical/Insurance,Man,Long Term,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Black,Brown,Yes,Yes,Over 10 years,Very Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,F,Pisces
match_179,marianaa2019,Enfermera,None,Busco amistades,Non-Smoker with Average body type," Austin, Texas ","55 year old Female, 5' 5"" (165cm), Catholic",Hispanic,marianaa2019 is looking for a relationship.,High school,Coffee Snob,No Tengo,Man,Friends,Not Completed,Not Completed,No,Prefer Not To Say,Separated,No,Brown,Other,Yes,Yes,Over 10 years,Not Ambitious,,,,,,,,,,,,,,,,,,,,,,,,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,F,Virgo
match_18,CatD5510,Be Honest/ Trustworthy and Sincere,None,"I am new here through recommendation my a friend and i hope not to stay long on the dating site because am not too comfortable with my picture of the profile.i am looking for someone that would love me unconditional so that we can both live in one harmony,someone Passionate, caring, intelligent, renaissance man looking for a woman with decent heart and soul for friendship or much more. Well educated, cultured, good values, loving guy. Fun, funny, outgoing. Looking for man who is decent looking but with a beautiful heart.Looking for friendship but ultimately a relationship that will surely led to something better for both of us. Please be mindful of this. Looking for long term relationship primarily though ""dating"" is possible. Not good at the cheap slut thing. I am rather serious about the relationship thing. If you're not that's fine but I am so count on that in a conversation with me. I would like to meet someone with whom I connect physically, intellectually, emotionally and spiritually to embrace life with. he will be Someone to share a bond and trust with. Someone I can be silly with. Someone who enjoys life- someone that doesn't care if we are watching a movie, shopping, dining in a great restaurant, on a cruise ship or an exotic island, or washing the dishes at home - someone that enjoys life and doing things together... like I do.Please note that i am not a active member on the dating site and i would appreciate if you are interested for both of use to connect and get to know and understand each other.",Non-Smoker with Average body type," Austin, Texas ","37 year old Female, 5' 7"" (170cm), Other",Mixed Race,CatD5510 is looking for a relationship.,Graduate Degree,Adventurer,NURSE,Man,Dating,Not Completed,View her chemistry results,Socially,Prefer Not To Say,Single,No,Brown,Grey,Yes,No,Over 1 year,Ambitious,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,F,Capricorn
match_180,juicyju254,....,"['Eating', 'Movies', 'Walks']",POF is a joke lmao,Non-Smoker with A Few Extra Pounds body type," Where u wanna be, Texas ","34 year old Female, 5' 6"" (168cm), Non-religious",Caucasian,juicyju254 is looking for a relationship.,Some college,Hopeless Romantic,I make money ,Man,Hang Out,Not Completed,Not Completed,Socially,Does not want children,Single,No,Blond(e),Green,Yes,Yes,Over 10 years,Very Ambitious,,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,F,Aries
match_181,xxxooxxooo,I set out to be the best me I can be.,None,"I'd like to think I'm a funny, sarcastic, and a kind hearted well balanced person. I enjoy going to baseball games and basketball games. I also enjoy some outdoor activities like camping, short distanced walks/hikes, and bike riding. Life moves pretty fast. If you dont stop and look around once in a while, you could miss it. So if interested message me. (: I'm not looking for Mr. Perfect bc no man is. I'm looking for a family man that is loyal and honest. A person who I am compatible with and will enjoy my company. ",Non-Smoker with A Few Extra Pounds body type," San antonio, Texas ","38 year old Female, 5' 2"" (157cm), Catholic",Hispanic,xxxooxxooo is looking for a relationship.,Masters Degree,Intellectual,Teacher ,Man,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Brown,Brown,Yes,Yes,Over 10 years,Very Ambitious,No Pets,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,F,Aquarius
match_182,TexanBred84,TwoStepping & RoadTripping! Love living in Texas!!,"['Spurs', 'Cowboys', 'Astros']",Love Country & Western music and Texas Country music!,Non-Smoker with Average body type," San. antonio, Texas ","52 year old Female, 5' 5"" (165cm), Christian - other",Caucasian,TexanBred84 is actively seeking a relationship.,Some college,Night Owl,Professional ,Man,Long Term,Not Completed,View her chemistry results,Socially,Undecided/Open,Single,No,Blond(e),Brown,Yes,All my kids are over 18,Over 10 years,Ambitious,Dog,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,F,Capricorn
match_183,GreatAloha,Nice Lady,None,"Thank you for reading my profile. I am single never married and no kids. I am A Christian woman who prefer dating A Christian men too. I love to sing ,listening to music , travelling , love to cook and eat healthy , trying to keep in shape.I am family oriented, loving ,faithful, Honest and caring and i am looking for the same in a man.",Non-Smoker with Average body type," Round rock, Texas ","50 year old Female, 5' 0"" (152cm), Christian - other",Asian,GreatAloha wants to find someone to marry.,High school,Hopeless Romantic,Accounting Clerk,Man,Long Term,Not Completed,Not Completed,No,Undecided/Open,Single,No,Black,Brown,Yes,No,Under 1 year,Somewhat Ambitious,No Pets,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,F,Capricorn
match_184,kittyhawk39,Follow me if you want to live................,"['Hiking', 'Biking', 'Walking']","6/20/19. My little buddy.....hit with dementia about 8 weeks ago.....gone from very bad to worse in 48....I’m afraid i’m faced with planning that last vet ‘visit’. Please be patient for any response you are waiting for.....thank you6/25/19 I took Max to the beach for the very last time over the weekend...........today I had to say good bye..........a kind soul. I want to fall asleep, and wake, knowing my heart is safe. I want to love deeply and be loved in return.Looking for a man that is emotionally ready for the real deal. I want the whole pie in the sky, the goofy sappy kind of love that seems to be so elusive.............not looking for someone to complete me, but rather for someone who wants to hold hands while we walk our path together. Someone honest, loving, compassionate and that will tell me when I have spinach in my teeth! I'm not afraid to let a man take the lead; in some ways, I actually prefer it. (I know, that may seem odd fashioned, but it's just the way I am) However, double standards have no place in a mutually caring relationship.A relationship can settle down into a sort of complacency, you know. You forget the early passion, you forget the heat, you begin to feel comfortable in another sort of intimacy that has nothing to do with sex. Or if it does, it's only because the idea of being loved so completely, is in itself often sexually exciting. I used to say that faith is not a leap in the dark, but a journey in the light, but screw that I am ready to take that leap! You?That crazy little thing called love ... let me describe what I think love looks like in order for us to have a common platform from which to leap. Love is an action. Love is about building trust - when our words are consistent with our actions. Love is having the courage to be open and vulnerable. Love is visibility, friendship, mutual admiration, and strength. Love is the beauty contained within the simple pleasures we experience together. Holding hands. A passionate embrace. A text message to say hello ""just because"". Love is sharing basic values and similarities - with complementary differences. Love is building a future with you while being present in the moment with you. This can also mean a long meaningful walk, a bike ride, just sitting on a bench somewhere people watching. It's not so much about what we choose to do at any given time, it's about doing it together and being present in the moment. It’s kind of silly to state I would like someone that shares my values, why would I want someone who doesn’t?? However, we do not always have to be on the same page, just in the same book! There are times, I will even settle for being in the same set of the encyclopedias. I see many referring to 'baggage'. Well, if you don't have any you probably haven't lived much, and it's not about whether you have it, but how you've dealt with it. At our age we’ve all experienced hurt and/or disappointment on some level; that goes without saying. But maybe life isn’t about avoiding the bruises, maybe it’s about collecting the scars to prove that you showed up for the game.  I’m a very compassionate/empathetic person and pride myself on the ability to put myself in someone else’s shoes. I am a nurturer by nature, but don't let that fool you, I am not a pushover or a doormat. I also believe I’m excellent at treating others the way I would like to be treated, and good at the art of compromise in a relationship. I am looking for that special someone that is like minded, affectionate and comfortable showing that affection via a playful, honest, heartfelt spirit. I love being affectionate, but also feel there is no need to go overboard; sometimes all that is needed is that special look/glance at the perfect time. I have grown accustomed to being alone except for those times when loneliness sets in. I have been told by many that I am too independent. I don't 'need' a man in my life..(ok, I really do)....I 'want' one..........I dream of a man who touches me first thing in the morning, right before my body fully wakes, whose fingers entwine with mine during the day and who’s lips press kisses onto my eyelids as he brushes the hair from my face each night before sleep. I dream of a grown man that knows it is okay to cry and tremble at times, and that it is okay to feel scared about love, loss and loneliness. His vulnerability is what tenderly touches the hidden parts of me. I dream of a man that is not afraid to pull me close when a storms set in, and one who knows his touch is a powerful force when blowing and moving black clouds. I want a man who uses his strength, his sensuality, his softness and sexuality to touch me, physically, intimately, and deeply through my mind, body and soul. Love, happiness, peacefulness, pleasure, honesty, trust, and faithfulness, all these words are what I want to have in my relationship. My perception of an ideal relationship is one in which a loving environment is fostered through mutual respect and genuine interest for each other’s work/interest/life and families. My word is my bond; it's all about integrity. (it's a military thing, HOOAH)I’m really good at: Not being judgmental.Looking at both sides of an argument.Accepting that I cannot change people.Being supportive when the occasion calls for itGiving away knowledge. Knowing a little to a moderate amount about a lot of things, but not a lot about one thingTrying new things..........stepping outside my comfort zone.",Non-Smoker with Average body type," Austin, Texas ","58 year old Female, 5' 6"" (168cm), Other",Caucasian,kittyhawk39 is actively seeking a relationship.,Associates Degree,Free Thinker,Medically related. Patient Care Coordinator ,Man,Long Term,Viewher relationship needs,View her chemistry results,Socially,Does not want children,Divorced,No,Brown,Brown,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,F,Libra
match_185,tsw512,Let's delete this app together,"['Travel', 'Photography', 'Wine and craft beer tasting']",Austinite born n raised. Divorced. Mother of a grown son and a puppy girl. Honesty & loyalty are important to me. Do my best to enjoy each day.,Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","40 year old Female, 5' 10"" (178cm), Methodist",Caucasian,tsw512 is looking for a relationship.,Some college,Traveler,Manager ,Man,Dating,Not Completed,View her chemistry results,Socially,Undecided/Open,Divorced,No,Brown,Brown,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,Dog,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,F,Capricorn
